0, 0, 0, 1, 0, 1, 1, 2, 1, 0.0
0, 1, 0, 1, 0, 1, 1, 2, 1, 0.0
0, 0, 0, 1, 1, 0, 1, 1, 2, 0.0
0, 0, 1, 1, 1, 0, 1, 1, 2, 0.0
0, 0, 0, 2, 0, 2, 1, 2, 1, 0.0
0, 1, 0, 2, 0, 2, 1, 2, 1, 0.0
0, 0, 0, 2, 2, 0, 1, 1, 2, 0.0
0, 0, 1, 2, 2, 0, 1, 1, 2, 0.0
0, 0, 0, 3, 0, 3, 1, 2, 1, 0.0
0, 1, 0, 3, 0, 3, 1, 2, 1, 0.0
0, 0, 0, 3, 3, 0, 1, 1, 2, 0.0
0, 0, 1, 3, 3, 0, 1, 1, 2, 0.0
0, 0, 0, 1, 0, 1, 2, 4, 2, 0.0
0, 1, 0, 1, 0, 1, 2, 4, 2, 0.0
0, 0, 0, 1, 1, 0, 2, 2, 4, 0.0
0, 0, 1, 1, 1, 0, 2, 2, 4, 0.0
0, 0, 0, 2, 0, 2, 2, 4, 2, 0.0
0, 1, 0, 2, 0, 2, 2, 4, 2, 0.0
0, 0, 0, 2, 2, 0, 2, 2, 4, 0.0
0, 0, 1, 2, 2, 0, 2, 2, 4, 0.0
0, 0, 0, 3, 0, 3, 2, 4, 2, 0.0
0, 1, 0, 3, 0, 3, 2, 4, 2, 0.0
0, 0, 0, 3, 3, 0, 2, 2, 4, 0.0
0, 0, 1, 3, 3, 0, 2, 2, 4, 0.0
0, 0, 0, 1, 0, 1, 3, 6, 3, 0.0
0, 1, 0, 1, 0, 1, 3, 6, 3, 0.0
0, 0, 0, 1, 1, 0, 3, 3, 6, 0.0
0, 0, 1, 1, 1, 0, 3, 3, 6, 0.0
0, 0, 0, 2, 0, 2, 3, 6, 3, 0.0
0, 1, 0, 2, 0, 2, 3, 6, 3, 0.0
0, 0, 0, 2, 2, 0, 3, 3, 6, 0.0
0, 0, 1, 2, 2, 0, 3, 3, 6, 0.0
0, 0, 0, 1, 0, 1, 4, 8, 4, 0.0
0, 1, 0, 1, 0, 1, 4, 8, 4, 0.0
0, 0, 0, 1, 1, 0, 4, 4, 8, 0.0
0, 0, 1, 1, 1, 0, 4, 4, 8, 0.0
0, 0, 0, 2, 0, 2, 4, 8, 4, 0.0
0, 1, 0, 2, 0, 2, 4, 8, 4, 0.0
0, 0, 0, 2, 2, 0, 4, 4, 8, 0.0
0, 0, 1, 2, 2, 0, 4, 4, 8, 0.0
0, 0, 0, 3, 0, 3, 4, 8, 4, 0.0
0, 1, 0, 3, 0, 3, 4, 8, 4, 0.0
0, 0, 0, 3, 3, 0, 4, 4, 8, 0.0
0, 0, 1, 3, 3, 0, 4, 4, 8, 0.0
0, 0, 0, 1, 0, 1, 5, 10, 5, 0.0
0, 1, 0, 1, 0, 1, 5, 10, 5, 0.0
0, 0, 0, 1, 1, 0, 5, 5, 10, 0.0
0, 0, 1, 1, 1, 0, 5, 5, 10, 0.0
0, 0, 0, 2, 0, 2, 5, 10, 5, 0.0
0, 1, 0, 2, 0, 2, 5, 10, 5, 0.0
0, 0, 0, 2, 2, 0, 5, 5, 10, 0.0
0, 0, 1, 2, 2, 0, 5, 5, 10, 0.0
0, 0, 0, 3, 0, 3, 5, 10, 5, 0.0
0, 1, 0, 3, 0, 3, 5, 10, 5, 0.0
0, 0, 0, 3, 3, 0, 5, 5, 10, 0.0
0, 0, 1, 3, 3, 0, 5, 5, 10, 0.0
0, 0, 0, 1, 0, 1, 6, 12, 6, 0.0
0, 1, 0, 1, 0, 1, 6, 12, 6, 0.0
0, 0, 0, 1, 1, 0, 6, 6, 12, 0.0
0, 0, 1, 1, 1, 0, 6, 6, 12, 0.0
0, 0, 0, 2, 0, 2, 6, 12, 6, 0.0
0, 1, 0, 2, 0, 2, 6, 12, 6, 0.0
0, 0, 0, 2, 2, 0, 6, 6, 12, 0.0
0, 0, 1, 2, 2, 0, 6, 6, 12, 0.0
0, 0, 0, 3, 0, 3, 6, 12, 6, 0.0
0, 1, 0, 3, 0, 3, 6, 12, 6, 0.0
0, 0, 0, 3, 3, 0, 6, 6, 12, 0.0
0, 0, 1, 3, 3, 0, 6, 6, 12, 0.0
0, 0, 0, 1, 0, 1, 7, 14, 7, 0.0
0, 1, 0, 1, 0, 1, 7, 14, 7, 0.0
0, 0, 0, 1, 1, 0, 7, 7, 14, 0.0
0, 0, 1, 1, 1, 0, 7, 7, 14, 0.0
0, 0, 0, 2, 0, 2, 7, 14, 7, 0.0
0, 1, 0, 2, 0, 2, 7, 14, 7, 0.0
0, 0, 0, 2, 2, 0, 7, 7, 14, 0.0
0, 0, 1, 2, 2, 0, 7, 7, 14, 0.0
0, 0, 0, 1, 0, 1, 8, 16, 8, 0.0
0, 1, 0, 1, 0, 1, 8, 16, 8, 0.0
0, 0, 0, 1, 1, 0, 8, 8, 16, 0.0
0, 0, 1, 1, 1, 0, 8, 8, 16, 0.0
0, 0, 0, 2, 0, 2, 8, 16, 8, 0.0
0, 1, 0, 2, 0, 2, 8, 16, 8, 0.0
0, 0, 0, 2, 2, 0, 8, 8, 16, 0.0
0, 0, 1, 2, 2, 0, 8, 8, 16, 0.0
0, 0, 0, 3, 0, 3, 8, 16, 8, 0.0
0, 1, 0, 3, 0, 3, 8, 16, 8, 0.0
0, 0, 0, 3, 3, 0, 8, 8, 16, 0.0
0, 0, 1, 3, 3, 0, 8, 8, 16, 0.0
0, 0, 0, 1, 0, 1, 9, 18, 9, 0.0
0, 1, 0, 1, 0, 1, 9, 18, 9, 0.0
0, 0, 0, 1, 1, 0, 9, 9, 18, 0.0
0, 0, 1, 1, 1, 0, 9, 9, 18, 0.0
0, 0, 0, 2, 0, 2, 9, 18, 9, 0.0
0, 1, 0, 2, 0, 2, 9, 18, 9, 0.0
0, 0, 0, 2, 2, 0, 9, 9, 18, 0.0
0, 0, 1, 2, 2, 0, 9, 9, 18, 0.0
0, 0, 0, 3, 0, 3, 9, 18, 9, 0.0
0, 1, 0, 3, 0, 3, 9, 18, 9, 0.0
0, 0, 0, 3, 3, 0, 9, 9, 18, 0.0
0, 0, 1, 3, 3, 0, 9, 9, 18, 0.0
0, 0, 0, 1, 0, 1, 10, 20, 10, 0.0
0, 1, 0, 1, 0, 1, 10, 20, 10, 0.0
0, 0, 0, 1, 1, 0, 10, 10, 20, 0.0
0, 0, 1, 1, 1, 0, 10, 10, 20, 0.0
0, 0, 0, 2, 0, 2, 10, 20, 10, 0.0
0, 1, 0, 2, 0, 2, 10, 20, 10, 0.0
0, 0, 0, 2, 2, 0, 10, 10, 20, 0.0
0, 0, 1, 2, 2, 0, 10, 10, 20, 0.0
0, 0, 0, 1, 0, 1, 11, 22, 11, 0.0
0, 1, 0, 1, 0, 1, 11, 22, 11, 0.0
0, 0, 0, 1, 1, 0, 11, 11, 22, 0.0
0, 0, 1, 1, 1, 0, 11, 11, 22, 0.0
0, 0, 0, 2, 0, 2, 11, 22, 11, 0.0
0, 1, 0, 2, 0, 2, 11, 22, 11, 0.0
0, 0, 0, 2, 2, 0, 11, 11, 22, 0.0
0, 0, 1, 2, 2, 0, 11, 11, 22, 0.0
0, 0, 0, 1, 0, 1, 12, 24, 12, 0.0
0, 1, 0, 1, 0, 1, 12, 24, 12, 0.0
0, 0, 0, 1, 1, 0, 12, 12, 24, 0.0
0, 0, 1, 1, 1, 0, 12, 12, 24, 0.0
0, 0, 0, 2, 0, 2, 12, 24, 12, 0.0
0, 1, 0, 2, 0, 2, 12, 24, 12, 0.0
0, 0, 0, 2, 2, 0, 12, 12, 24, 0.0
0, 0, 1, 2, 2, 0, 12, 12, 24, 0.0
0, 0, 0, 1, 0, 1, 13, 26, 13, 0.0
0, 1, 0, 1, 0, 1, 13, 26, 13, 0.0
0, 0, 0, 1, 1, 0, 13, 13, 26, 0.0
0, 0, 1, 1, 1, 0, 13, 13, 26, 0.0
0, 0, 0, 2, 0, 2, 13, 26, 13, 0.0
0, 1, 0, 2, 0, 2, 13, 26, 13, 0.0
0, 0, 0, 2, 2, 0, 13, 13, 26, 0.0
0, 0, 1, 2, 2, 0, 13, 13, 26, 0.0
0, 0, 0, 1, 0, 1, 14, 28, 14, 0.0
0, 1, 0, 1, 0, 1, 14, 28, 14, 0.0
0, 0, 0, 1, 1, 0, 14, 14, 28, 0.0
0, 0, 1, 1, 1, 0, 14, 14, 28, 0.0
0, 0, 0, 2, 0, 2, 14, 28, 14, 0.0
0, 1, 0, 2, 0, 2, 14, 28, 14, 0.0
0, 0, 0, 2, 2, 0, 14, 14, 28, 0.0
0, 0, 1, 2, 2, 0, 14, 14, 28, 0.0
0, 0, 0, 1, 0, 1, 15, 30, 15, 0.0
0, 1, 0, 1, 0, 1, 15, 30, 15, 0.0
0, 0, 0, 1, 1, 0, 15, 15, 30, 0.0
0, 0, 1, 1, 1, 0, 15, 15, 30, 0.0
0, 0, 0, 1, 0, 1, 16, 32, 16, 0.0
0, 1, 0, 1, 0, 1, 16, 32, 16, 0.0
0, 0, 0, 1, 1, 0, 16, 16, 32, 0.0
0, 0, 1, 1, 1, 0, 16, 16, 32, 0.0
0, 0, 0, 1, 0, 1, 17, 34, 17, 0.0
0, 1, 0, 1, 0, 1, 17, 34, 17, 0.0
0, 0, 0, 1, 1, 0, 17, 17, 34, 0.0
0, 0, 1, 1, 1, 0, 17, 17, 34, 0.0
0, 0, 0, 1, 0, 1, 18, 36, 18, 0.0
0, 1, 0, 1, 0, 1, 18, 36, 18, 0.0
0, 0, 0, 1, 1, 0, 18, 18, 36, 0.0
0, 0, 1, 1, 1, 0, 18, 18, 36, 0.0
0, 0, 0, 1, 0, 1, 19, 38, 19, 0.0
0, 1, 0, 1, 0, 1, 19, 38, 19, 0.0
0, 0, 0, 1, 1, 0, 19, 19, 38, 0.0
0, 0, 1, 1, 1, 0, 19, 19, 38, 0.0
0, 0, 0, 1, 0, 1, 20, 40, 20, 0.0
0, 1, 0, 1, 0, 1, 20, 40, 20, 0.0
0, 0, 0, 1, 1, 0, 20, 20, 40, 0.0
0, 0, 1, 1, 1, 0, 20, 20, 40, 0.0
0, 0, 0, 1, 0, 1, 21, 42, 21, 0.0
0, 1, 0, 1, 0, 1, 21, 42, 21, 0.0
0, 0, 0, 1, 1, 0, 21, 21, 42, 0.0
0, 0, 1, 1, 1, 0, 21, 21, 42, 0.0
0, 0, 0, 2, 0, 2, 21, 42, 21, 0.0
0, 1, 0, 2, 0, 2, 21, 42, 21, 0.0
0, 0, 0, 2, 2, 0, 21, 21, 42, 0.0
0, 0, 1, 2, 2, 0, 21, 21, 42, 0.0
0, 0, 0, 1, 0, 1, 23, 46, 23, 0.0
0, 1, 0, 1, 0, 1, 23, 46, 23, 0.0
0, 0, 0, 1, 1, 0, 23, 23, 46, 0.0
0, 0, 1, 1, 1, 0, 23, 23, 46, 0.0
0, 0, 0, 1, 0, 1, 25, 50, 25, 0.0
0, 1, 0, 1, 0, 1, 25, 50, 25, 0.0
0, 0, 0, 1, 1, 0, 25, 25, 50, 0.0
0, 0, 1, 1, 1, 0, 25, 25, 50, 0.0
0, 0, 0, 1, 0, 1, 29, 58, 29, 0.0
0, 1, 0, 1, 0, 1, 29, 58, 29, 0.0
0, 0, 0, 1, 1, 0, 29, 29, 58, 0.0
0, 0, 1, 1, 1, 0, 29, 29, 58, 0.0
0, 0, 0, 1, 0, 1, 31, 62, 31, 0.0
0, 1, 0, 1, 0, 1, 31, 62, 31, 0.0
0, 0, 0, 1, 1, 0, 31, 31, 62, 0.0
0, 0, 1, 1, 1, 0, 31, 31, 62, 0.0
1, 0, 1, 1, 0, 1, 31, 62, 31, 0.0
1, 1, 1, 1, 0, 1, 31, 62, 31, 0.0
1, 1, 0, 1, 1, 0, 31, 31, 62, 0.0
1, 1, 1, 1, 1, 0, 31, 31, 62, 0.0
1, 0, 1, 1, 0, 1, 29, 58, 29, 0.0
1, 1, 1, 1, 0, 1, 29, 58, 29, 0.0
1, 1, 0, 1, 1, 0, 29, 29, 58, 0.0
1, 1, 1, 1, 1, 0, 29, 29, 58, 0.0
1, 0, 1, 1, 0, 1, 25, 50, 25, 0.0
1, 1, 1, 1, 0, 1, 25, 50, 25, 0.0
1, 1, 0, 1, 1, 0, 25, 25, 50, 0.0
1, 1, 1, 1, 1, 0, 25, 25, 50, 0.0
1, 0, 1, 1, 0, 1, 23, 46, 23, 0.0
1, 1, 1, 1, 0, 1, 23, 46, 23, 0.0
1, 1, 0, 1, 1, 0, 23, 23, 46, 0.0
1, 1, 1, 1, 1, 0, 23, 23, 46, 0.0
1, 0, 1, 2, 0, 2, 21, 42, 21, 0.0
